"Año","Origen","U_Destino","Cantidad"
"1982","U. Of new mexico","U. Pedagogica nal","528"
"1982","Michigan state U.","U. Industrial de std","529"
"1982","Suny stony brook","U. Javeriana","530"
"1982","Case western reserve U.","U. De los andes","531"
"1982","Suny stony brook","U. De los andes","532"
"1982","Purdue U.","U. Nal de Col.","533"
"1982","Virginia polytechnic institute and state U.","U. Nal de Col.","534"
"1982","U. Of california, berkeley","Escuela Col. de ingenieria julio garavito","535"
"1982","U. Of texas at austin","Escuela Col. de ingenieria julio garavito","536"
"1982","Suny at buffalo","U. De los andes","537"
"1982","Suny at buffalo","U. De los andes","538"
"1982","U. Of southern california","U. De los andes","539"
"1982","Louisiana state U. And a&m college","Escuela Col. de ingenieria julio garavito","540"
"1982","U. Of florida","U. Industrial de std","541"
"1982","Rensselaer polytechnic institute","U. Industrial de std","542"
"1982","Rensselaer polytechnic institute","U. Nal de Col.","543"
"1982","U. Of south carolina - columbia","U. Del valle","544"
"1982","U. Of toledo","U. Distrital-francisco jose de caldas","545"
"1982","Drexel U.","U. Nal de Col.","546"
"1982","Suny at buffalo","U. De antioquia","547"
"1982","U. Of massachusetts amherst","U. Tecnologica de pereira - utp","548"
"1982","Northeastern U.","U. Incca de Col.","549"
"1982","George washington U., the","U. Nal de Col.","550"
"1982","Suny stony brook","U. De antioquia","551"
"1982","U. Of delaware","U. Industrial de std","552"
"1982","Rensselaer polytechnic institute","U. Industrial de std","553"
"1982","U. Of oregon","U. Pedagogica nal","554"
"1982","Michigan state U.","U. Pedagogica nal","555"
"1982","Ohio U. - main campus","U. De caldas","556"
"1982","Indiana state U.","U. Tecnologica del choco-diego luis cordoba","557"
"1982","U. Of minnesota - twin cities","U. De antioquia","558"
"1982","Washington U. In st louis","U. De los andes","559"
"1982","City college of new york of the city U. Of new york, the","U. Del norte","560"
"1982","Georgetown U.","U. Nal de Col.","561"
"1982","Harvard U.","U. Javeriana","562"
"1982","Northeastern U.","U. De antioquia","563"
"1982","Ohio state U.","U. Pontificia bolivariana","564"
"1982","Ohio state U.","U. Libre","565"
"1983","Harvard U.","U. Autonoma de bucaramanga-unab-","566"
"1983","U. Of minnesota - twin cities","U. Nal de Col.","567"
"1983","Washington U. In st louis","U. De los andes","568"
"1983","U. Of texas at austin","U. De los andes","569"
"1983","Washington U. In st louis","U. Nal de Col.","570"
"1983","Suny at buffalo","U. De antioquia","571"
"1983","U. Of arizona","U. Del valle","572"
"1983","U. Of texas at austin","Fundacion U. De bogota - jorge tadeo lozano","573"
"1983","U. Of alabama at birmingham","U. Pedagogica y tecnologica de Col. - uptc","574"
"1983","U. Of pennsylvania","U. Javeriana","575"
"1983","The new school","U. De los andes","576"
"1983","U. Of texas at austin","U. Santo tomas","577"
"1983","New york U.","U. Santo tomas","578"
"1983","Massachusetts institute of technology","U. Del cauca","579"
"1983","Stanford U.","U. De los andes","580"
"1983","Boston U.","U. De antioquia","581"
"1983","Indiana U. Bloomington","U. Del valle","582"
"1983","Southern illinois U. Edwardsville","U. Del atlantico","583"
"1983","Cornell U.","Colegio mayor de nuestra señora del rosario","584"
"1983","Suny stony brook","U. Libre","585"
"1983","U. Of texas at austin","U. Nal de Col.","586"
"1983","Vanderbilt U.","U. De los andes","587"
"1983","Suny stony brook","U. Javeriana","588"
"1983","Purdue U.","U. Pedagogica nal","589"
"1983","Stanford U.","U. De los andes","590"
"1983","Purdue U.","U. Industrial de std","591"
"1983","Carnegie mellon U.","U. Nal de Col.","592"
"1983","Suny at buffalo","Escuela Col. de ingenieria julio garavito","593"
"1983","U. Of nebraska - lincoln","U. De cartagena","594"
"1983","Stanford U.","U. De los andes","595"
"1983","U. Of kansas","U. De los andes","596"
"1983","U. Of kansas","U. Distrital-francisco jose de caldas","597"
"1983","U. Of michigan - ann arbor","U. De los andes","598"
"1983","Tufts U.","U. De los andes","599"
"1983","U. Of california, berkeley","U. De los andes","600"
"1983","The U. Of alabama","U. Nal de Col.","601"
"1983","Case western reserve U.","U. Nal de Col.","602"
"1983","Oregon state U.","U. Nal de Col.","603"
"1983","U. Of wisconsin - madison","U. De los andes","604"
"1983","U. Of iowa","U. Pedagogica nal","605"
"1983","U. Of utah","U. De cartagena","606"
"1983","The new school","U. Javeriana","607"
"1983","Indiana state U.","U. Pedagogica y tecnologica de Col. - uptc","608"
"1983","Virginia polytechnic institute and state U.","U. Nal de Col.","609"
"1983","U. Of minnesota - twin cities","Colegio mayor de nuestra señora del rosario","610"
"1983","New york U.","U. Javeriana","611"
"1984","Barry U.","Colegio mayor de nuestra señora del rosario","612"
"1984","Suny stony brook","Colegio mayor de nuestra señora del rosario","613"
"1984","Boston U.","U. Nal de Col.","614"
"1984","Rochester institute of technology","U. De la salle","615"
"1984","Boston college","U. Nal de Col.","616"
"1984","U. Of texas at austin","Fundacion U. De bogota - jorge tadeo lozano","617"
"1984","New mexico state U.","Fundacion U. De bogota - jorge tadeo lozano","618"
"1984","Ohio U. - main campus","Fundacion U. De bogota - jorge tadeo lozano","619"
"1984","Ohio U. - main campus","U. Javeriana","620"
"1984","Columbia U. In the city of new york","U. De antioquia","621"
"1984","U. Of illinois at urbana-champaign","U. De los andes","622"
"1984","Columbia U. In the city of new york","U. De los andes","623"
"1984","Columbia U. In the city of new york","U. Externado de Col.","624"
"1984","Northern kentucky U.","U. Del atlantico","625"
"1984","U. Of wisconsin - madison","U. Javeriana","626"
"1984","Indiana U. Bloomington","U. Nal de Col.","627"
"1984","U. Of pittsburgh - main campus","U. Javeriana","628"
"1984","American U.","U. Del atlantico","629"
"1984","Iowa state U.","U. Nal de Col.","630"
"1984","Louisiana state U. And a&m college","U. Nal de Col.","631"
"1984","Ohio U. - main campus","U. Industrial de std","632"
"1984","South dakota school of mines and technology","U. Francisco de paula std","633"
"1984","Ohio state U.","U. De los andes","634"
"1984","American U.","U. Industrial de std","635"
"1984","Cornell U.","U. De los andes","636"
"1984","Louisiana state U. And a&m college","Escuela Col. de ingenieria julio garavito","637"
"1984","Northeastern U.","Escuela Col. de ingenieria julio garavito","638"
"1984","Cornell U.","U. Del cauca","639"
"1984","Rice U.","U. Javeriana","640"
"1984","Rensselaer polytechnic institute","U. Javeriana","641"
"1984","Boston U.","U. Javeriana","642"
"1984","American U.","U. Industrial de std","643"
"1984","U. Of minnesota - twin cities","U. De los andes","644"
"1984","Georgia institute of technology - main campus","U. Industrial de std","645"
"1984","Unknown","U. Del valle","646"
"1984","U. Of arizona","U. Nal de Col.","647"
"1984","U. Of texas at austin","U. Javeriana","648"
"1984","Suny at buffalo","U. La gran Col.","649"
"1984","U. Of tulsa","U. Nal de Col.","650"
"1984","Northern illinois U.","U. Nal de Col.","651"
"1984","U. Of south carolina - columbia","U. Del valle","652"
"1984","Suny stony brook","U. De los andes","653"
"1984","Boston U.","Fundacion U. De bogota - jorge tadeo lozano","654"
"1984","Loyola U. Of chicago","U. Nal de Col.","655"
"1984","U. Of washington","U. Nal del perú","656"
"1985","Georgetown U.","U. Del norte","657"
"1985","U. Of pennsylvania","Corporacion U. Piloto de Col.","658"
"1985","North carolina state U.","U. Javeriana","659"
"1985","U. Of maryland - college park","U. De los andes","660"
"1985","U. Of mississippi","U. Del cauca","661"
"1985","U. Of california - los angeles","U. De los andes","662"
"1985","U. Of pittsburgh - main campus","U. Externado de Col.","663"
"1985","New york U.","U. De los andes","664"
"1985","Western illinois U.","Colegio mayor de nuestra señora del rosario","665"
"1985","Massachusetts institute of technology","U. Del valle","666"
"1985","U. Of chicago","U. De los andes","667"
"1985","U. Of california, santa barbara","U. Pedagogica nal","668"
"1985","U. Of northern iowa","U. De pamplona","669"
"1985","U. Of massachusetts amherst","U. Del valle","670"
"1985","U. Of iowa","U. Nal de Col.","671"
"1985","Indiana U. Bloomington","U. Pedagogica nal","672"
"1985","Lander U.","U. Javeriana","673"
"1985","Suny stony brook","U. Pedagogica nal","674"
"1985","Florida state U.","U. Industrial de std","675"
"1985","North carolina state U.","U. Javeriana","676"
"1985","Wharton college","Escuela Col. de ingenieria julio garavito","677"
"1985","U. Of minnesota - twin cities","U. De los andes","678"
"1985","Louisiana state U. And a&m college","U. Del cauca","679"
"1985","Virginia polytechnic institute and state U.","U. Nal de Col.","680"
"1985","Suny stony brook","U. De los andes","681"
"1985","Syracuse U.","U. Distrital-francisco jose de caldas","682"
"1985","U. Of florida","U. Nal de Col.","683"
"1985","Temple U.","U. Javeriana","684"
"1985","Suny stony brook","U. De los andes","685"
"1985","U. Of south carolina - columbia","U. De los andes","686"
"1985","U. Of illinois at chicago","U. Nal de Col.","687"
"1985","Syracuse U.","U. Del valle","688"
"1985","Suny at buffalo","U. De los andes","689"
"1985","U. Of kansas","U. De los andes","690"
"1985","U. Of kansas","U. De los andes","691"
"1985","U. Of south florida","U. De los andes","692"
"1985","Ball state U.","U. Pedagogica nal","693"
"1985","Ohio state U.","U. Pedagogica nal","694"
"1985","Suny stony brook","U. Pontificia bolivariana","695"
"1985","U. Of illinois at urbana-champaign","U. Nal de Col.","696"
"1985","U. Of cincinnati","U. Pontificia bolivariana","697"
"1985","U. Of cincinnati","U. Del valle","698"
"1985","Suny at buffalo","U. De los andes","699"
"1985","Suny at buffalo","U. Nal de Col.","700"
"1985","Suny college of environmental science and forestry","U. Nal de Col.","701"
"1986","Oklahoma city U.","Colegio de estudios superiores de administracion-cesa-","702"
"1986","Columbia U. In the city of new york","U. Javeriana","703"
"1986","U. Of south carolina - columbia","U. De los andes","704"
"1986","Western michigan U.","U. Nal de Col.","705"
"1986","Colorado state U.","Iowa state U.","706"
"1986","Washington U. In st louis","U. Del cauca","707"
"1986","Temple U.","U. Del cauca","708"
"1986","U. Of louisville","U. De los andes","709"
"1986","Ohio U. - main campus","U. Pedagogica nal","710"
"1986","Georgetown U.","U. De los andes","711"
"1986","Harvard U.","U. De los andes","712"
"1986","U. Of pittsburgh - main campus","U. Externado de Col.","713"
"1986","Cornell U.","U. Javeriana","714"
"1986","Duke U.","U. Javeriana","715"
"1986","American U.","U. Pontificia bolivariana","716"
"1986","U. Of connecticut","U. De cartagena","717"
"1986","Boston U.","U. De los andes","718"
"1986","American U.","U. De los andes","719"
"1986","Tufts U.","U. De los andes","720"
"1986","U. Of notre dame","U. De los andes","721"
"1986","Suny at buffalo","U. De antioquia","722"
"1986","Florida state U.","U. Javeriana","723"
"1986","Miami U.","U. De pamplona","724"
"1986","Overland high school","U. Santo tomas","725"
"1986","Suny at buffalo","U. Javeriana","726"
"1986","U. Of nevada - reno","U. Del valle","727"
"1986","U. Of wyoming","U. Del valle","728"
"1986","U. Of texas at austin","U. Nal de Col.","729"
"1986","Utah state U.","U. Nal de Col.","730"
"1986","Marquette U.","U. De los andes","731"
"1986","U. Of michigan - ann arbor","U. Del cauca","732"
"1986","Southern illinois U. Carbondale","U. Eafit-","733"
"1986","U. Of california, berkeley","U. De los andes","734"
"1986","U. Of louisville","U. Autonoma latinoamericana-unaula-","735"
"1986","Michigan state U.","U. Javeriana","736"
"1986","Virginia polytechnic institute and state U.","U. Industrial de std","737"
"1986","Rensselaer polytechnic institute","U. De los andes","738"
"1986","Omak high school","U. Pedagogica nal","739"
"1986","Ohio U. - main campus","U. De nariño","740"
"1986","Suny at albany","U. Del valle","741"
"1986","New ulm senior high school","U. Javeriana","742"
"1986","Sacramento country day school","U. Del valle","743"
"1986","Torrey pines high school","U. Del valle","744"
"1986","U. Of illinois at chicago","U. Pontificia bolivariana","745"
"1986","Boston U.","U. De la sabana","746"
"1986","U. Of texas at austin","U. Del valle","747"
"1986","U. Of florida","U. Del valle","748"
"1986","Indiana state U.","U. Tecnologica de pereira - utp","749"
"1986","Southern illinois U. Carbondale","U. Javeriana","750"
"1986","Temple U.","U. Nal de Col.","751"
"1986","Ohio state U.","U. Pedagogica nal","752"
"1987","Columbia U. In the city of new york","U. Nal de Col.","753"
"1987","U. Of texas at austin","U. Nal de Col.","754"
"1987","The new school","U. De antioquia","755"
"1987","U. Of massachusetts amherst","U. Industrial de std","756"
"1987","Ohio U. - main campus","U. Del valle","757"
"1987","New york U.","U. Javeriana","758"
"1987","Harvard U.","Colegio mayor de nuestra señora del rosario","759"
"1987","Johns hopkins U.","Colegio mayor de nuestra señora del rosario","760"
"1987","Indiana U. Bloomington","Colegio mayor de nuestra señora del rosario","761"
"1987","U. Of pennsylvania","U. Autonoma de bucaramanga-unab-","762"
"1987","The new school","U. De los andes","763"
"1987","Northern illinois U.","U. De antioquia","764"
"1987","Overland high school","U. De antioquia","765"
"1987","Southern illinois U. Carbondale","U. Javeriana","766"
"1987","Ohio U. - main campus","La sorbona, paris","767"
"1987","Suny at buffalo","Colegio mayor de nuestra señora del rosario","768"
"1987","U. Of iowa","U. De caldas","769"
"1987","George washington U., the","U. De los andes","770"
"1987","Suny stony brook","U. De los andes","771"
"1987","U. Of north carolina at chapel hill","U. Nal de Col.","772"
"1987","Suny at buffalo","U. De caldas","773"
"1987","Cornell U.","U. Nal de Col.","774"
"1987","U. Of california, berkeley","U. Nal de Col.","775"
"1987","Iona college","U. Industrial de std","776"
"1987","Saint michaels college","U. Pedagogica nal","777"
"1987","Northern arizona U.","U. Pedagogica nal","778"
"1987","Southern illinois U. Carbondale","U. Industrial de std","779"
"1987","U. Of kansas","U. Del valle","780"
"1987","Boston U.","U. Del norte","781"
"1987","Massachusetts institute of technology","U. Santo tomas","782"
"1987","U. Of iowa","U. Tecnologica de pereira - utp","783"
"1988","Suny at binghamton","U. Nal de Col.","784"
"1988","Harvard U.","U. De los andes","785"
"1988","U. Of illinois at urbana-champaign","U. Nal de Col.","786"
"1988","U. Of pennsylvania","U. De los andes","787"
"1988","Ohio U. - main campus","U. Externado de Col.","788"
"1988","U. Of iowa","Fundacion U. De bogota - jorge tadeo lozano","789"
"1988","U. Of southern california","U. Javeriana","790"
"1988","School of the art institute of chicago","U. Pontificia bolivariana","791"
"1988","Ohio U. - main campus","U. Santo tomas","792"
"1988","Johns hopkins U.","U. De los andes","793"
"1988","Yale U.","U. De los andes","794"
"1988","Yale U.","U. De los andes","795"
"1988","Southern illinois U. Carbondale","U. Del quindio","796"
"1988","Averill park high school","U. Pontificia bolivariana","797"
"1988","Southern illinois U. Carbondale","U. De caldas","798"
"1988","Suny at binghamton","U. De antioquia","799"
"1988","Garber high school","U. Industrial de std","800"
"1988","Maryland institute college of art","U. De los andes","801"
"1988","Cornell U.","U. De los andes","802"
"1988","Suny at buffalo","U. De los andes","803"
"1988","Various","U. De los andes","804"
"1988","U. Of illinois at urbana-champaign","U. Del valle","805"
"1988","U. Of utah","U. Del atlantico","806"
"1988","Southern illinois U. Carbondale","U. Pontificia bolivariana","807"
"1988","Northern arizona U.","U. Industrial de std","808"
"1988","Southern illinois U. Carbondale","U. Industrial de std","809"
"1988","Colorado school of mines","U. Industrial de std","810"
"1988","U. Of virginia","U. Industrial de std","811"
"1988","Southern illinois U. Carbondale","U. Del valle","812"
"1988","U. Of minnesota - twin cities","U. De los andes","813"
"1988","U. Of northern iowa","U. De nariño","814"
"1988","Mountain view high school vancouver","U. Nal de Col.","815"
"1988","Southern illinois U. Carbondale","U. Nal de Col.","816"
"1988","Suny stony brook","U. De nariño","817"
"1988","U. Of oregon","U. De caldas","818"
"1988","U. Of texas at austin","U. De nariño","819"
"1988","Johns hopkins U.","U. De antioquia","820"
"1988","Johns hopkins U.","U. Nal de Col.","821"
"1988","Columbia U. In the city of new york","U. De los andes","822"
"1988","U. Of hawaii at manoa","U. De los andes","823"
"1988","Ohio U. - main campus","U. De manizales","824"
"1988","The U. Of tennessee - knoxville","U. De cartagena","825"
"1989","U. Of pittsburgh - main campus","U. Del cauca","826"
"1989","U. Of cincinnati","U. De los andes","827"
"1989","Suny at buffalo","U. Santo tomas","828"
"1989","School of the art institute of chicago","U. De los andes","829"
"1989","Tulane U.","U. Javeriana","830"
"1989","Harvard U.","U. Javeriana","831"
"1989","Harvard U.","U. De los andes","832"
"1989","Temple U.","U. Pontificia bolivariana","833"
"1989","Kansas state U.","U. De san buenaventura","834"
"1989","Johns hopkins U.","U. De los andes","835"
"1989","Suny at albany","U. Industrial de std","836"
"1989","Ohio U. - main campus","U. De los andes","837"
"1989","U. Of wyoming","U. Nal de Col.","838"
"1989","Columbia U. In the city of new york","U. De los andes","839"
"1989","Southern illinois U. Carbondale","U. Industrial de std","840"
"1989","Western kentucky U.","U. Nal de Col.","841"
"1989","West chester U. Of pennsylvania","U. De pamplona","842"
"1989","Villanova U.","U. Nal de Col.","843"
"1989","Suny at buffalo","Escuela Col. de ingenieria julio garavito","844"
"1989","Harvard U.","U. De los andes","845"
"1989","Western illinois U.","U. Nal de Col.","846"
"1989","U. Of notre dame","U. Del valle","847"
"1989","U. Of notre dame","U. Pontificia bolivariana","848"
"1989","Big rapids high school","U. De la salle","849"
"1989","West chester U. Of pennsylvania","U. Del atlantico","850"
"1989","West chester U. Of pennsylvania","U. Del valle","851"
"1989","Oak ridge high school","U. Pedagogica nal","852"
"1989","Hampton bays junior-senior high school","U. De caldas","853"
"1989","U. Of southern california","U. Nal de Col.","854"
"1989","Boston U.","U. De los andes","855"
"1989","Stanford U.","U. Javeriana","856"
"1989","West chester U. Of pennsylvania","U. De san buenaventura","857"
"1989","U. Of texas at austin","U. Nal de Col.","858"
"1990","Northwestern U.","U. Eafit-","859"
"1990","Suny college of environmental science and forestry","U. Pedagogica y tecnologica de Col. - uptc","860"
"1990","Columbia U. In the city of new york","U. De los andes","861"
"1990","U. Of kansas","U. Javeriana","862"
"1990","George washington U., the","U. Javeriana","863"
"1990","The new school","U. De los andes","864"
"1990","U. Of illinois at urbana-champaign","U. Externado de Col.","865"
"1990","Cornell U.","U. De los andes","866"
"1990","Yale U.","U. De los andes","867"
"1990","California state U. - fresno","U. Libre","868"
"1990","Riverside U. High school","U. Libre","869"
"1990","Boston college","U. Nal. De Col.","870"
"1990","Arizona state U.","U. Incca de Col.","871"
"1990","Charlotte meckmenberg district school","U. De los andes","872"
"1990","Southern illinois U. Carbondale","U. Industrial de std","873"
"1990","U. Of missouri - columbia","U. Javeriana","874"
"1990","U. Of iowa","U. De los andes","875"
"1990","Suny at binghamton","U. Javeriana","876"
"1990","Northern arizona U.","U. Industrial de std","877"
"1990","Leesville high school","U. Javeriana","878"
"1990","Northern arizona U.","U. Del valle","879"
"1990","U. Of utah","U. De nariño","880"
"1990","U. Of louisville","U. Del cauca","881"
"1990","Tulane U.","U. Javeriana","882"
"1990","U. Of south florida","U. Del norte","883"
"1990","Johns hopkins U.","U. De san buenaventura","884"
"1990","U. Of maryland - college park","U. Nal. De Col.","885"
"1990","Boston college","U. Pontificia bolivariana","886"
"1991","U. Of illinois at urbana-champaign","U. Nal. De Col.","887"
"1991","Suny college of environmental science and forestry","U. Autonoma del caribe- uniautonoma","888"
"1991","School of visual arts","Fundacion U. De bogota - jorge tadeo lozano","889"
"1991","U. Of florida","U. Javeriana","890"
"1991","U. Of arizona","U. De los andes","891"
"1991","Suny stony brook","U. De los andes","892"
"1991","Jefferson county open school","U. Pedagogica nal.","893"
"1991","Boston U.","Fundacion U. De bogota - jorge tadeo lozano","894"
"1991","Harvard U.","Colegio mayor de nuestra señora del rosario","895"
"1991","Ohio U. - main campus","U. Del norte","896"
"1991","U. Of california, berkeley","U. Pedagogica nal.","897"
"1991","Pembroke academy","U. Nal. De Col.","898"
"1991","Louisiana state U. And a&m college","U. De cartagena","899"
"1991","Purdue U.","U. Del cauca","900"
"1991","Texas a&m U.","U. Nal. De Col.","901"
"1991","Pennsylvania state U.","U. De los andes","902"
"1991","U. Of massachusetts amherst","U. Javeriana","903"
"1991","South lakes high school","U. Pedagogica nal.","904"
"1991","Northern arizona U.","U. De la salle","905"
"1991","Southern illinois U. Carbondale","U. De caldas","906"
"1991","U. Of hawaii at manoa","U. Pontificia bolivariana","907"
"1991","Berklee college of music","U. Pedagogica nal.","908"
"1991","Lehigh U.","U. De los andes","909"
"1991","The new school","U. De los andes","910"
"1991","Loyola U. Of chicago","U. Del norte","911"
"1991","Indiana U. Bloomington","U. Javeriana","912"
"1991","Iowa state U.","U. Nal. De Col.","913"
"1991","Playwright horizons","U. De antioquia","914"
"1992","Ferris state U.","U. De nariño","915"
"1992","U. Of florida","U. De los andes","916"
"1992","U. Of north carolina at chapel hill","U. De los andes","917"
"1992","Virginia commonwealth U.","U. De antioquia","918"
"1992","Ohio U. - main campus","U. Autonoma del caribe- uniautonoma","919"
"1992","Johns hopkins U.","U. Javeriana","920"
"1992","U. Of michigan - ann arbor","U. De los andes","921"
"1992","Harvard U.","U. De los andes","922"
"1992","New york U.","U. De los andes","923"
"1992","Southern illinois U. Carbondale","U. De caldas","924"
"1992","U. Of hawaii at manoa","U. Nal. De Col.","925"
"1992","Regis U.","U. Pedagogica nal.","926"
"1992","Harvard U.","U. Del valle","927"
"1992","Groveport madison local schools","U. Pedagogica nal.","928"
"1992","Suny at albany","U. Javeriana","929"
"1992","Ohio U. - main campus","U. De antioquia","930"
"1992","Sylvan hills junior high school","U. Nal. De Col.","931"
"1992","Ball state U.","U. Industrial de std","932"
"1992","U. Of arizona","U. Del valle","933"
"1992","Melbourne high school","U. Del valle","934"
"1992","U. Of oregon","U. De antioquia","935"
"1992","Harvard U.","Colegio mayor de nuestra señora del rosario","936"
"1992","U. Of arizona","U. Nal. De Col.","937"
"1992","U. Of oregon","U. Javeriana","938"
"1992","New york U.","U. Javeriana","939"
"1992","Harvard U.","U. De los andes","940"
"1992","U. Of connecticut","U. De los andes","941"
"1992","Johns hopkins U.","U. De los andes","942"
"1992","U. Of pittsburgh - main campus","U. Del valle","943"
"1992","U. Of delaware","U. Javeriana","944"
"1993","Suny stony brook","U. De los andes","945"
"1993","Virginia polytechnic institute and state U.","U. Nal. De Col.","946"
"1993","Harvard U.","U. Of illinois","947"
"1993","Pennsylvania state U.","U. Javeriana","948"
"1993","U. Of maryland - college park","U. De los andes","949"
"1993","New york U.","U. De los andes","950"
"1993","Purdue U.","U. De los andes","951"
"1993","Suny stony brook","U. De antioquia","952"
"1993","Harvard U.","Mc gill U.","953"
"1993","Homestead high school","U. Pedagogica nal.","954"
"1993","Summit parkway middle school","U. Libre","955"
"1993","Boston U.","U. De los andes","956"
"1993","U. Of central florida","U. Javeriana","957"
"1993","California state U. - fresno","U. SurCol.","958"
"1993","U. Of minnesota - twin cities","U. Del cauca","959"
"1993","U. Of florida","U. Industrial de std","960"
"1993","Tulane U.","U. De los andes","961"
"1993","U. Of pittsburgh - main campus","U. De los andes","962"
"1993","Georgia institute of technology - main campus","U. Del valle","963"
"1993","Lehigh U.","U. De antioquia","964"
"1993","East high school","U. Pedagogica nal.","965"
"1993","Michigan state U.","U. De los andes","966"
"1993","Virginia polytechnic institute and state U.","U. Nal. De Col.","967"
"1993","Virginia polytechnic institute and state U.","U. De antioquia","968"
"1994","Johns hopkins U.","U. De los andes","969"
"1994","Harvard U.","U. De los andes","970"
"1994","U. Of washington","U. De los andes","971"
"1994","Columbia U. In the city of new york","U. Nal. De Col.","972"
"1994","Ohio state U.","U. Del valle","973"
"1994","Suny college of environmental science and forestry","Fundacion U. De bogota - jorge tadeo lozano","974"
"1994","Ohio state U.","Fundacion U. De bogota - jorge tadeo lozano","975"
"1994","Harvard U.","U. De los andes","976"
"1994","U. Of illinois at urbana-champaign","U. Javeriana","977"
"1994","New york U.","U. De los andes","978"
"1994","U. Of california, berkeley","U. Del atlantico","979"
"1994","Preston plains school","U. Del quindio","980"
"1994","Indiana U. Bloomington","U. Del valle","981"
"1994","Red mountain high school","U. Santo tomas","982"
"1994","Rancho bernardo high school","U. Industrial de std","983"
"1994","U. Of north florida","U. Javeriana","984"
"1994","U. Of maryland - college park","U. De los andes","985"
"1994","The U. Of texas at arlington","U. Pontificia bolivariana","986"
"1994","Suny stony brook","U. Nal. De Col.","987"
"1994","San francisco art institute","U. De los andes","988"
"1994","U. Of texas at austin","U. Pedagogica nal.","989"
"1994","Simmons college","U. De los andes","990"
"1994","U. Of south carolina - columbia","Gales","991"
"1994","U. Of southern california","U. De nariño","992"
"1994","Tulane U.","U. Javeriana","993"
"1994","Pennsylvania state U.","U. Nal. De Col.","994"
"1995","Savannah college of art and design","U. De los andes","995"
"1995","U. Of florida","U. De los andes","996"
"1995","U. Of missouri - columbia","U. Del valle","997"
"1995","U. Of california, berkeley","U. De los andes","998"
"1995","New york U.","U. Nal. De Col.","999"
"1995","U. Of california - los angeles","U. Javeriana","1000"
"1995","U. Of washington","U. De los andes","1001"
"1995","Columbia U. In the city of new york","U. De los andes","1002"
"1995","Yale U.","U. Javeriana","1003"
"1995","U. Of maryland - college park","U. De san buenaventura","1004"
"1995","U. Of arizona","U. Santo tomas","1005"
"1995","U. Of georgia","U. De antioquia","1006"
"1995","The new school","U. Javeriana","1007"
"1995","Stanford U.","U. Of kharkov","1008"
"1995","Lehigh U.","U. Del valle","1009"
"1995","Cornell U.","U. Nal. De Col.","1010"
"1995","Billinghurst b.d.","U. Nal. De Col.","1011"
"1995","Hamilton central school","U. La gran Col.","1012"
"1995","R.j.bailey school","U. La gran Col.","1013"
"1995","U. Of pittsburgh - main campus","U. Del atlantico","1014"
"1995","U. Of maryland - baltimore","U. Nal. De Col.","1015"
"1995","Bard college","U. Nal. De Col.","1016"
"1995","Pennsylvania state U.","U. De los andes","1017"
"1995","U. Of illinois at chicago","U. De los andes","1018"
"1995","Miami U.","U. Pedagogica y tecnologica de Col. - uptc","1019"
"1995","The new school","U. Javeriana","1020"
"1995","City college of new york of the city U. Of new york, the","U. De antioquia","1021"
"1995","U. Of texas at austin","U. De los andes","1022"
"1996","U. Of florida","U. Nal. De Col.","1023"
"1996","U. Of florida","U. De los andes","1024"
"1996","The U. Of texas medical branch","U. Del cauca","1025"
"1996","The U. Of texas medical branch","U. Del cauca","1026"
"1996","Cornell U.","U. Del valle","1027"
"1996","Ohio U. - main campus","U. Autonoma de bucaramanga-unab-","1028"
"1996","Harvard U.","U. De los andes","1029"
"1996","New york U.","U. De los andes","1030"
"1996","Harvard U.","U. Javeriana","1031"
"1996","Roosevelt junior high school","U. Del atlantico","1032"
"1996","Joseph h. Crawford elementary school","U. Industrial de std","1033"
"1996","Manual arts high school","U. Pedagogica nal.","1034"
"1996","Northern arizona U.","U. De los andes","1035"
"1996","Harvard U.","U. Javeriana","1036"
"1996","U. Of new hampshire","U. Pedagogica nal.","1037"
"1996","Indiana U. Bloomington","U. Javeriana","1038"
"1996","The new school","U. De san buenaventura","1039"
"1996","Michigan state U.","U. De cartagena","1040"
"1997","Woodstock academy","U. De antioquia","1041"
"1997","U. Of california - los angeles","U. De los andes","1042"
"1997","Rutgers, the state U. Of new jersey","U. De los andes","1043"
"1997","Johns hopkins U.","U. Javeriana","1044"
"1997","New york U.","U. De los andes","1045"
"1997","Cornell U.","U. De los andes","1046"
"1997","U. Of kansas","U. Pontificia bolivariana","1047"
"1997","The new school","U. Javeriana","1048"
"1997","U. Of california, berkeley","U. Libre","1049"
"1997","Georgetown U.","U. Javeriana","1050"
"1997","Suny at binghamton","Colegio mayor de nuestra señora del rosario","1051"
"1997","Oklahoma state U.","U. De antioquia","1052"
"1997","U. Of california, berkeley","U. De los andes","1053"
"1997","Manual arts high school","U. Libre","1054"
"1997","Washington irving middle school","U. Técnica del norte, ibarra","1055"
"1997","U. Of rochester","U. Pedagogica nal.","1056"
"1997","Michigan state U.","U. Eafit-","1057"
"1997","Ohio state U.","U. Javeriana","1058"
"1997","U. Of maryland - college park","U. Distrital-francisco jose de caldas","1059"
"1997","Boston U.","U. Pontificia bolivariana","1060"
"1997","Ohio state U.","U. Nal. De Col.","1061"
"1997","Northeastern U.","U. De los andes","1062"
"1997","Timothy dwight school","U. Distrital-francisco jose de caldas","1063"
